"","variable","activity","subject","mean"
"1240","fBodyAccJerk-std-Z","LAYING","19",-0.988558703373494
"1241","fBodyGyro-mean-X","LAYING","19",-0.974196217590361
"1242","fBodyGyro-mean-Y","LAYING","19",-0.972061003493976
"1243","fBodyGyro-mean-Z","LAYING","19",-0.97393233253012
"1244","fBodyGyro-std-X","LAYING","19",-0.983944795060241
"1245","fBodyGyro-std-Y","LAYING","19",-0.959831365783133
"1246","fBodyGyro-std-Z","LAYING","19",-0.975417523855422
"1247","fBodyAccMag-mean","LAYING","19",-0.971957401325301
"1248","fBodyAccMag-std","LAYING","19",-0.964056773975904
"1249","fBodyBodyAccJerkMag-mean","LAYING","19",-0.980621564096386
"1250","fBodyBodyAccJerkMag-std","LAYING","19",-0.979452188433735
"1251","fBodyBodyGyroMag-mean","LAYING","19",-0.965624724457831
"1252","fBodyBodyGyroMag-std","LAYING","19",-0.957496024457831
"1253","fBodyBodyGyroJerkMag-mean","LAYING","19",-0.981890470361446
"1254","fBodyBodyGyroJerkMag-std","LAYING","19",-0.97932784746988
"1255","tBodyAcc-mean-X","LAYING","20",0.239507882205882
"1256","tBodyAcc-mean-Y","LAYING","20",-0.0144406281132353
"1257","tBodyAcc-mean-Z","LAYING","20",-0.104274322538235
"1258","tBodyAcc-std-X","LAYING","20",-0.962249114705882
"1259","tBodyAcc-std-Y","LAYING","20",-0.964098180294118
"1260","tBodyAcc-std-Z","LAYING","20",-0.972571998382353
"1261","tGravityAcc-mean-X","LAYING","20",-0.472431415573529
"1262","tGravityAcc-mean-Y","LAYING","20",0.864882956617647
"1263","tGravityAcc-mean-Z","LAYING","20",0.477573305
"1264","tGravityAcc-std-X","LAYING","20",-0.928674215147059
"1265","tGravityAcc-std-Y","LAYING","20",-0.976018476911765
"1266","tGravityAcc-std-Z","LAYING","20",-0.9765185525
"1267","tBodyAccJerk-mean-X","LAYING","20",0.0892716006470588
"1268","tBodyAccJerk-mean-Y","LAYING","20",0.00110822495382353
"1269","tBodyAccJerk-mean-Z","LAYING","20",-0.00309891846569118
"1270","tBodyAccJerk-std-X","LAYING","20",-0.984270728235294
"1271","tBodyAccJerk-std-Y","LAYING","20",-0.977002606764706
"1272","tBodyAccJerk-std-Z","LAYING","20",-0.984989224117647
"1273","tBodyGyro-mean-X","LAYING","20",-0.0231760616308824
"1274","tBodyGyro-mean-Y","LAYING","20",-0.0954899626029412
"1275","tBodyGyro-mean-Z","LAYING","20",0.123680209926471
"1276","tBodyGyro-std-X","LAYING","20",-0.984477414264706
"1277","tBodyGyro-std-Y","LAYING","20",-0.972941910294118
"1278","tBodyGyro-std-Z","LAYING","20",-0.972409893529412
"1279","tBodyGyroJerk-mean-X","LAYING","20",-0.0995033069117647
"1280","tBodyGyroJerk-mean-Y","LAYING","20",-0.038776298
"1281","tBodyGyroJerk-mean-Z","LAYING","20",-0.0610028293088235
"1282","tBodyGyroJerk-std-X","LAYING","20",-0.989283577352941
"1283","tBodyGyroJerk-std-Y","LAYING","20",-0.981540062058823
"1284","tBodyGyroJerk-std-Z","LAYING","20",-0.986670534411765
"1285","tBodyAccMag-mean","LAYING","20",-0.960743126176471
"1286","tBodyAccMag-std","LAYING","20",-0.939489444558824
"1287","tGravityAccMag-mean","LAYING","20",-0.960743126176471
"1288","tGravityAccMag-std","LAYING","20",-0.939489444558824
"1289","tBodyAccJerkMag-mean","LAYING","20",-0.984670073823529
"1290","tBodyAccJerkMag-std","LAYING","20",-0.980161687058824
"1291","tBodyGyroMag-mean","LAYING","20",-0.9604473725
"1292","tBodyGyroMag-std","LAYING","20",-0.962153597941176
"1293","tBodyGyroJerkMag-mean","LAYING","20",-0.986749500882353
"1294","tBodyGyroJerkMag-std","LAYING","20",-0.981079301617647
"1295","fBodyAcc-mean-X","LAYING","20",-0.965728781617647
"1296","fBodyAcc-mean-Y","LAYING","20",-0.965595958382353
"1297","fBodyAcc-mean-Z","LAYING","20",-0.976392651323529
"1298","fBodyAcc-std-X","LAYING","20",-0.960997907205882
"1299","fBodyAcc-std-Y","LAYING","20",-0.964960988382353
"1300","fBodyAcc-std-Z","LAYING","20",-0.971901324705882
"1301","fBodyAccJerk-mean-X","LAYING","20",-0.983889985147059
"1302","fBodyAccJerk-mean-Y","LAYING","20",-0.9772207075
"1303","fBodyAccJerk-mean-Z","LAYING","20",-0.982876212058823
"1304","fBodyAccJerk-std-X","LAYING","20",-0.986213883088235
"1305","fBodyAccJerk-std-Y","LAYING","20",-0.978451446764706
"1306","fBodyAccJerk-std-Z","LAYING","20",-0.985707806323529
"1307","fBodyGyro-mean-X","LAYING","20",-0.982619403529412
"1308","fBodyGyro-mean-Y","LAYING","20",-0.973120029558823
"1309","fBodyGyro-mean-Z","LAYING","20",-0.972278603529412
"1310","fBodyGyro-std-X","LAYING","20",-0.985154588529412
"1311","fBodyGyro-std-Y","LAYING","20",-0.973092518088235
"1312","fBodyGyro-std-Z","LAYING","20",-0.974995267058824
"1313","fBodyAccMag-mean","LAYING","20",-0.952827071323529
"1314","fBodyAccMag-std","LAYING","20",-0.9418940855
"1315","fBodyBodyAccJerkMag-mean","LAYING","20",-0.979695458088235
"1316","fBodyBodyAccJerkMag-std","LAYING","20",-0.979565196911765
"1317","fBodyBodyGyroMag-mean","LAYING","20",-0.969832241176471
"1318","fBodyBodyGyroMag-std","LAYING","20",-0.964205915441177
"1319","fBodyBodyGyroJerkMag-mean","LAYING","20",-0.981119820588235
"1320","fBodyBodyGyroJerkMag-std","LAYING","20",-0.981986152941177
"1321","tBodyAcc-mean-X","LAYING","21",0.271325472455556
"1322","tBodyAcc-mean-Y","LAYING","21",-0.0184233048415556
"1323","tBodyAcc-mean-Z","LAYING","21",-0.103253832233333
"1324","tBodyAcc-std-X","LAYING","21",-0.955019866222222
"1325","tBodyAcc-std-Y","LAYING","21",-0.956959422222222
"1326","tBodyAcc-std-Z","LAYING","21",-0.945653787777778
"1327","tGravityAcc-mean-X","LAYING","21",-0.174349174822222
"1328","tGravityAcc-mean-Y","LAYING","21",0.599992678
"1329","tGravityAcc-mean-Z","LAYING","21",0.788251027111111
"1330","tGravityAcc-std-X","LAYING","21",-0.945905270555556
"1331","tGravityAcc-std-Y","LAYING","21",-0.983732936111111
"1332","tGravityAcc-std-Z","LAYING","21",-0.952416332444444
"1333","tBodyAccJerk-mean-X","LAYING","21",0.0820150201077778
"1334","tBodyAccJerk-mean-Y","LAYING","21",0.0119943671007778
"1335","tBodyAccJerk-mean-Z","LAYING","21",-0.0139053438591111
"1336","tBodyAccJerk-std-X","LAYING","21",-0.984826520888889
"1337","tBodyAccJerk-std-Y","LAYING","21",-0.971584753222222
"1338","tBodyAccJerk-std-Z","LAYING","21",-0.983977644222222
"1339","tBodyGyro-mean-X","LAYING","21",-0.0305126188777778
"1340","tBodyGyro-mean-Y","LAYING","21",-0.113800486377778
"1341","tBodyGyro-mean-Z","LAYING","21",0.0980906517
"1342","tBodyGyro-std-X","LAYING","21",-0.975411857555556
"1343","tBodyGyro-std-Y","LAYING","21",-0.952147091444444
"1344","tBodyGyro-std-Z","LAYING","21",-0.981345430888889
"1345","tBodyGyroJerk-mean-X","LAYING","21",-0.0964118375066667
"1346","tBodyGyroJerk-mean-Y","LAYING","21",-0.0346275066055556
"1347","tBodyGyroJerk-mean-Z","LAYING","21",-0.0601398663555556
"1348","tBodyGyroJerk-std-X","LAYING","21",-0.984643717333333
"1349","tBodyGyroJerk-std-Y","LAYING","21",-0.981998497777778
"1350","tBodyGyroJerk-std-Z","LAYING","21",-0.988749495666667
"1351","tBodyAccMag-mean","LAYING","21",-0.952596583222222
"1352","tBodyAccMag-std","LAYING","21",-0.942186431444444
"1353","tGravityAccMag-mean","LAYING","21",-0.952596583222222
"1354","tGravityAccMag-std","LAYING","21",-0.942186431444444
"1355","tBodyAccJerkMag-mean","LAYING","21",-0.982800330555556
"1356","tBodyAccJerkMag-std","LAYING","21",-0.978552618777778
"1357","tBodyGyroMag-mean","LAYING","21",-0.949278890222222
"1358","tBodyGyroMag-std","LAYING","21",-0.949289148
"1359","tBodyGyroJerkMag-mean","LAYING","21",-0.985915906888889
"1360","tBodyGyroJerkMag-std","LAYING","21",-0.982246471555556
"1361","fBodyAcc-mean-X","LAYING","21",-0.968234375555556
"1362","fBodyAcc-mean-Y","LAYING","21",-0.960069247
"1363","fBodyAcc-mean-Z","LAYING","21",-0.961772190555556
"1364","fBodyAcc-std-X","LAYING","21",-0.950929451222222
"1365","fBodyAcc-std-Y","LAYING","21",-0.957258971111111
"1366","fBodyAcc-std-Z","LAYING","21",-0.940919006555556
"1367","fBodyAccJerk-mean-X","LAYING","21",-0.984188841222222
"1368","fBodyAccJerk-mean-Y","LAYING","21",-0.972039417111111
"1369","fBodyAccJerk-mean-Z","LAYING","21",-0.981630805333333
"1370","fBodyAccJerk-std-X","LAYING","21",-0.987061376777778
"1371","fBodyAccJerk-std-Y","LAYING","21",-0.973164432777778
"1372","fBodyAccJerk-std-Z","LAYING","21",-0.984925270666667
"1373","fBodyGyro-mean-X","LAYING","21",-0.973410473
"1374","fBodyGyro-mean-Y","LAYING","21",-0.964968005222222
"1375","fBodyGyro-mean-Z","LAYING","21",-0.980811216111111
"1376","fBodyGyro-std-X","LAYING","21",-0.976226919888889
"1377","fBodyGyro-std-Y","LAYING","21",-0.946599855444444
"1378","fBodyGyro-std-Z","LAYING","21",-0.983270707333333
"1379","fBodyAccMag-mean","LAYING","21",-0.953769071222222
"1380","fBodyAccMag-std","LAYING","21",-0.944449070888889
"1381","fBodyBodyAccJerkMag-mean","LAYING","21",-0.978444123888889
"1382","fBodyBodyAccJerkMag-std","LAYING","21",-0.977604878888889
"1383","fBodyBodyGyroMag-mean","LAYING","21",-0.962349012888889
"1384","fBodyBodyGyroMag-std","LAYING","21",-0.949736575111111
"1385","fBodyBodyGyroJerkMag-mean","LAYING","21",-0.982993315111111
"1386","fBodyBodyGyroJerkMag-std","LAYING","21",-0.982305117444444
"1387","tBodyAcc-mean-X","LAYING","22",0.279959721194444
"1388","tBodyAcc-mean-Y","LAYING","22",-0.0142629864502778
"1389","tBodyAcc-mean-Z","LAYING","22",-0.110800924652778
"1390","tBodyAcc-std-X","LAYING","22",-0.947735251944444
"1391","tBodyAcc-std-Y","LAYING","22",-0.913276301666667
"1392","tBodyAcc-std-Z","LAYING","22",-0.942945807916667
"1393","tGravityAcc-mean-X","LAYING","22",-0.418494577083333
"1394","tGravityAcc-mean-Y","LAYING","22",0.632484075694444
"1395","tGravityAcc-mean-Z","LAYING","22",0.771903907083333
"1396","tGravityAcc-std-X","LAYING","22",-0.928781249027778
"1397","tGravityAcc-std-Y","LAYING","22",-0.958826938556944
"1398","tGravityAcc-std-Z","LAYING","22",-0.952435389166667
"1399","tBodyAccJerk-mean-X","LAYING","22",0.0752202242222222
"1400","tBodyAccJerk-mean-Y","LAYING","22",0.00459834754236111
"1401","tBodyAccJerk-mean-Z","LAYING","22",-0.00467438744166667
"1402","tBodyAccJerk-std-X","LAYING","22",-0.970355191527778
"1403","tBodyAccJerk-std-Y","LAYING","22",-0.955151526805556
"1404","tBodyAccJerk-std-Z","LAYING","22",-0.974527011944444
"1405","tBodyGyro-mean-X","LAYING","22",-0.0208311371125
"1406","tBodyGyro-mean-Y","LAYING","22",-0.09257231175
"1407","tBodyGyro-mean-Z","LAYING","22",0.145003879319444
"1408","tBodyGyro-std-X","LAYING","22",-0.956641905833333
"1409","tBodyGyro-std-Y","LAYING","22",-0.9618849625
"1410","tBodyGyro-std-Z","LAYING","22",-0.933251870694444
"1411","tBodyGyroJerk-mean-X","LAYING","22",-0.100203934722222
"1412","tBodyGyroJerk-mean-Y","LAYING","22",-0.037608730565
"1413","tBodyGyroJerk-mean-Z","LAYING","22",-0.0702723568194445
"1414","tBodyGyroJerk-std-X","LAYING","22",-0.972092602916667
"1415","tBodyGyroJerk-std-Y","LAYING","22",-0.980484171388889
"1416","tBodyGyroJerk-std-Z","LAYING","22",-0.978636301805555
"1417","tBodyAccMag-mean","LAYING","22",-0.934993799305556
"1418","tBodyAccMag-std","LAYING","22",-0.909407761152778
"1419","tGravityAccMag-mean","LAYING","22",-0.934993799305556
"1420","tGravityAccMag-std","LAYING","22",-0.909407761152778
"1421","tBodyAccJerkMag-mean","LAYING","22",-0.971169779305556
"1422","tBodyAccJerkMag-std","LAYING","22",-0.959849821805556
"1423","tBodyGyroMag-mean","LAYING","22",-0.926616373333333
"1424","tBodyGyroMag-std","LAYING","22",-0.923911565972222
"1425","tBodyGyroJerkMag-mean","LAYING","22",-0.981716936388889
"1426","tBodyGyroJerkMag-std","LAYING","22",-0.974201690972222
"1427","fBodyAcc-mean-X","LAYING","22",-0.953758542777778
"1428","fBodyAcc-mean-Y","LAYING","22",-0.925524703472222
"1429","fBodyAcc-mean-Z","LAYING","22",-0.954219235555556
"1430","fBodyAcc-std-X","LAYING","22",-0.945656808055556
"1431","fBodyAcc-std-Y","LAYING","22",-0.912562856666667
"1432","fBodyAcc-std-Z","LAYING","22",-0.941163951388889
"1433","fBodyAccJerk-mean-X","LAYING","22",-0.969570326944444
"1434","fBodyAccJerk-mean-Y","LAYING","22",-0.954833264305556
"1435","fBodyAccJerk-mean-Z","LAYING","22",-0.970918941666667
"1436","fBodyAccJerk-std-X","LAYING","22",-0.974126068055556
"1437","fBodyAccJerk-std-Y","LAYING","22",-0.9589609575
"1438","fBodyAccJerk-std-Z","LAYING","22",-0.976833164027778
"1439","fBodyGyro-mean-X","LAYING","22",-0.95336692
"1440","fBodyGyro-mean-Y","LAYING","22",-0.964698258611111
"1441","fBodyGyro-mean-Z","LAYING","22",-0.942570240416667
"1442","fBodyGyro-std-X","LAYING","22",-0.958030986944444
"1443","fBodyGyro-std-Y","LAYING","22",-0.960711254583333
"1444","fBodyGyro-std-Z","LAYING","22",-0.936965638611111
"1445","fBodyAccMag-mean","LAYING","22",-0.929818990972222
"1446","fBodyAccMag-std","LAYING","22",-0.913267251263889
"1447","fBodyBodyAccJerkMag-mean","LAYING","22",-0.962654791527778
"1448","fBodyBodyAccJerkMag-std","LAYING","22",-0.955635614444444
"1449","fBodyBodyGyroMag-mean","LAYING","22",-0.946055840972222
"1450","fBodyBodyGyroMag-std","LAYING","22",-0.923552358194444
"1451","fBodyBodyGyroJerkMag-mean","LAYING","22",-0.976638980972222
"1452","fBodyBodyGyroJerkMag-std","LAYING","22",-0.972789020833333
"1453","tBodyAcc-mean-X","LAYING","23",0.274038007986111
"1454","tBodyAcc-mean-Y","LAYING","23",-0.0216553835833333
"1455","tBodyAcc-mean-Z","LAYING","23",-0.104256776291667
"1456","tBodyAcc-std-X","LAYING","23",-0.956756363194444
"1457","tBodyAcc-std-Y","LAYING","23",-0.976309827361111
"1458","tBodyAcc-std-Z","LAYING","23",-0.973223495416667
"1459","tGravityAcc-mean-X","LAYING","23",-0.391564962777778
"1460","tGravityAcc-mean-Y","LAYING","23",0.438434067361111
"1461","tGravityAcc-mean-Z","LAYING","23",0.918782825277778
"1462","tGravityAcc-std-X","LAYING","23",-0.947948758194444
"1463","tGravityAcc-std-Y","LAYING","23",-0.982794562916667
"1464","tGravityAcc-std-Z","LAYING","23",-0.976780462083333
"1465","tBodyAccJerk-mean-X","LAYING","23",0.0831787608333333
"1466","tBodyAccJerk-mean-Y","LAYING","23",0.01535144005125
"1467","tBodyAccJerk-mean-Z","LAYING","23",-0.00628235060277778
"1468","tBodyAccJerk-std-X","LAYING","23",-0.986360446805556
"1469","tBodyAccJerk-std-Y","LAYING","23",-0.988611616666667
"1470","tBodyAccJerk-std-Z","LAYING","23",-0.984663476666667
"1471","tBodyGyro-mean-X","LAYING","23",-0.0113399724663889
"1472","tBodyGyro-mean-Y","LAYING","23",-0.105052917
"1473","tBodyGyro-mean-Z","LAYING","23",0.111078594708333
"1474","tBodyGyro-std-X","LAYING","23",-0.981849400972222
"1475","tBodyGyro-std-Y","LAYING","23",-0.959195236388889
"1476","tBodyGyro-std-Z","LAYING","23",-0.983920132638889
"1477","tBodyGyroJerk-mean-X","LAYING","23",-0.102024922819444
"1478","tBodyGyroJerk-mean-Y","LAYING","23",-0.0372449750569444
"1479","tBodyGyroJerk-mean-Z","LAYING","23",-0.0621991626111111
"1480","tBodyGyroJerk-std-X","LAYING","23",-0.985027850416667
"1481","tBodyGyroJerk-std-Y","LAYING","23",-0.979427763472222
"1482","tBodyGyroJerk-std-Z","LAYING","23",-0.994908984861111
"1483","tBodyAccMag-mean","LAYING","23",-0.962959196805556
"1484","tBodyAccMag-std","LAYING","23",-0.957871990555555
"1485","tGravityAccMag-mean","LAYING","23",-0.962959196805556
"1486","tGravityAccMag-std","LAYING","23",-0.957871990555555
"1487","tBodyAccJerkMag-mean","LAYING","23",-0.987010197361111
"1488","tBodyAccJerkMag-std","LAYING","23",-0.986685651527778
"1489","tBodyGyroMag-mean","LAYING","23",-0.949418000972222
"1490","tBodyGyroMag-std","LAYING","23",-0.957227585972222
"1491","tBodyGyroJerkMag-mean","LAYING","23",-0.984557478611111
"1492","tBodyGyroJerkMag-std","LAYING","23",-0.981314831666667
"1493","fBodyAcc-mean-X","LAYING","23",-0.970037238333333
"1494","fBodyAcc-mean-Y","LAYING","23",-0.982072295833333
"1495","fBodyAcc-mean-Z","LAYING","23",-0.977515213888889
"1496","fBodyAcc-std-X","LAYING","23",-0.952410957638889
"1497","fBodyAcc-std-Y","LAYING","23",-0.974304149166667
"1498","fBodyAcc-std-Z","LAYING","23",-0.972261283055556
"1499","fBodyAccJerk-mean-X","LAYING","23",-0.986204659166667
"1500","fBodyAccJerk-mean-Y","LAYING","23",-0.988230264166667
"1501","fBodyAccJerk-mean-Z","LAYING","23",-0.982415511805556
"1502","fBodyAccJerk-std-X","LAYING","23",-0.987840852638889
"1503","fBodyAccJerk-std-Y","LAYING","23",-0.989995616944444
"1504","fBodyAccJerk-std-Z","LAYING","23",-0.985502011944444
"1505","fBodyGyro-mean-X","LAYING","23",-0.979676078055556
"1506","fBodyGyro-mean-Y","LAYING","23",-0.96846913625
"1507","fBodyGyro-mean-Z","LAYING","23",-0.984238807777778
"1508","fBodyGyro-std-X","LAYING","23",-0.982665212638889
"1509","fBodyGyro-std-Y","LAYING","23",-0.954997309583333
"1510","fBodyGyro-std-Z","LAYING","23",-0.98531784125
"1511","fBodyAccMag-mean","LAYING","23",-0.967747053194444
"1512","fBodyAccMag-std","LAYING","23",-0.958465695416667
"1513","fBodyBodyAccJerkMag-mean","LAYING","23",-0.985905703888889
"1514","fBodyBodyAccJerkMag-std","LAYING","23",-0.986540200694444
"1515","fBodyBodyGyroMag-mean","LAYING","23",-0.966239347916667
"1516","fBodyBodyGyroMag-std","LAYING","23",-0.959025538194444
"1517","fBodyBodyGyroJerkMag-mean","LAYING","23",-0.981846854305556
"1518","fBodyBodyGyroJerkMag-std","LAYING","23",-0.98158514125
"1519","tBodyAcc-mean-X","LAYING","24",0.272850494930556
"1520","tBodyAcc-mean-Y","LAYING","24",-0.0173555210111111
"1521","tBodyAcc-mean-Z","LAYING","24",-0.107236237236111
"1522","tBodyAcc-std-X","LAYING","24",-0.967984021111111
"1523","tBodyAcc-std-Y","LAYING","24",-0.983126461944444
"1524","tBodyAcc-std-Z","LAYING","24",-0.973566958888889
"1525","tGravityAcc-mean-X","LAYING","24",-0.359292534027778
"1526","tGravityAcc-mean-Y","LAYING","24",0.738430699305556
"1527","tGravityAcc-mean-Z","LAYING","24",0.683839909722222
"1528","tGravityAcc-std-X","LAYING","24",-0.960412164305556
"1529","tGravityAcc-std-Y","LAYING","24",-0.993454358055556
"1530","tGravityAcc-std-Z","LAYING","24",-0.979239668194444
"1531","tBodyAccJerk-mean-X","LAYING","24",0.08072123275
"1532","tBodyAccJerk-mean-Y","LAYING","24",0.0119819524179167
"1533","tBodyAccJerk-mean-Z","LAYING","24",-0.00589225849902778
"1534","tBodyAccJerk-std-X","LAYING","24",-0.98636543375
"1535","tBodyAccJerk-std-Y","LAYING","24",-0.982430495
"1536","tBodyAccJerk-std-Z","LAYING","24",-0.983087366805556
"1537","tBodyGyro-mean-X","LAYING","24",-0.0143679929444444
"1538","tBodyGyro-mean-Y","LAYING","24",-0.0955538053611111
"1539","tBodyGyro-mean-Z","LAYING","24",0.111730746333333
"1540","tBodyGyro-std-X","LAYING","24",-0.982651720138889
"1541","tBodyGyro-std-Y","LAYING","24",-0.960299550972222
"1542","tBodyGyro-std-Z","LAYING","24",-0.98170136125
"1543","tBodyGyroJerk-mean-X","LAYING","24",-0.102813809652778
"1544","tBodyGyroJerk-mean-Y","LAYING","24",-0.0382323710416667
"1545","tBodyGyroJerk-mean-Z","LAYING","24",-0.0624116966805556
"1546","tBodyGyroJerk-std-X","LAYING","24",-0.979865720555556
"1547","tBodyGyroJerk-std-Y","LAYING","24",-0.978091312777778
"1548","tBodyGyroJerk-std-Z","LAYING","24",-0.992381595972222
"1549","tBodyAccMag-mean","LAYING","24",-0.9718540425
"1550","tBodyAccMag-std","LAYING","24",-0.969354834166667
"1551","tGravityAccMag-mean","LAYING","24",-0.9718540425
"1552","tGravityAccMag-std","LAYING","24",-0.969354834166667
"1553","tBodyAccJerkMag-mean","LAYING","24",-0.985529270555556
"1554","tBodyAccJerkMag-std","LAYING","24",-0.983605927361111
"1555","tBodyGyroMag-mean","LAYING","24",-0.953791512638889
"1556","tBodyGyroMag-std","LAYING","24",-0.957829934722222
"1557","tBodyGyroJerkMag-mean","LAYING","24",-0.982780873888889
"1558","tBodyGyroJerkMag-std","LAYING","24",-0.978659102222222
"1559","fBodyAcc-mean-X","LAYING","24",-0.975893687083333
"1560","fBodyAcc-mean-Y","LAYING","24",-0.980830362083333
"1561","fBodyAcc-mean-Z","LAYING","24",-0.976634815694444
"1562","fBodyAcc-std-X","LAYING","24",-0.965167081805556
"1563","fBodyAcc-std-Y","LAYING","24",-0.984571808472222
"1564","fBodyAcc-std-Z","LAYING","24",-0.973057781805556
"1565","fBodyAccJerk-mean-X","LAYING","24",-0.985998546805556
"1566","fBodyAccJerk-mean-Y","LAYING","24",-0.982140613888889
"1567","fBodyAccJerk-mean-Z","LAYING","24",-0.981549689583333
"1568","fBodyAccJerk-std-X","LAYING","24",-0.988140517777778
"1569","fBodyAccJerk-std-Y","LAYING","24",-0.984124532361111
"1570","fBodyAccJerk-std-Z","LAYING","24",-0.983185637916667
"1571","fBodyGyro-mean-X","LAYING","24",-0.976570564027778
"1572","fBodyGyro-mean-Y","LAYING","24",-0.966111980277778
"1573","fBodyGyro-mean-Z","LAYING","24",-0.981093036111111
"1574","fBodyGyro-std-X","LAYING","24",-0.984713284166667
"1575","fBodyGyro-std-Y","LAYING","24",-0.95779294875
